name,overall,height_cm,weight_kg,Age,years_pro,position,APY,sport
Sultan Al Shamsi,60,177,80,27,,LM,26000.0,FIFA
Beka Mikeltadze,68,185,77,25,,ST,156000.0,FIFA
Tyler Onyango,60,196,75,20,,"CM, CAM",260000.0,FIFA
Filip Stevanović,63,178,72,20,,"LM, RM",728000.0,FIFA
Thai Baribo,70,181,79,25,,ST,260000.0,FIFA
Ziyad Al Johani,57,178,61,21,,"CM, CDM, CAM",208000.0,FIFA
Herman Sjögrell,57,179,75,22,,"RW, ST",41600.0,FIFA
El Chadaille Bitshiabu,68,196,96,18,,CB,260000.0,FIFA
Tayfun Aydoğan,62,175,72,27,,"CM, CAM",156000.0,FIFA
Matías Lisandro Mansilla,69,188,80,27,,GK,260000.0,FIFA
Barış Alper Yılmaz,72,186,72,23,,"RM, LM, ST",1196000.0,FIFA
Yentl Van Genechten,64,191,75,22,,"RB, RWB, CB",104000.0,FIFA
Miguel Muñoz Fernández,57,182,73,26,,CB,52000.0,FIFA
Michael Ameyaw,62,176,75,22,,"RM, LM",104000.0,FIFA
Vincy Barretto,55,170,57,23,,"RM, LM",26000.0,FIFA
Williot Theo Swedberg,69,185,75,19,,"CM, LW",312000.0,FIFA
Lenny Ivo Lobato Romanelli,66,175,69,22,,"LM, LW",208000.0,FIFA
Mateo Pellegrino Casalanguila,62,193,89,21,,ST,104000.0,FIFA
Luiz Felipe da Silva Nunes,67,198,90,26,,GK,104000.0,FIFA
Bendegúz Bolla,66,182,78,23,,"RB, RWB",676000.0,FIFA
Thomas Williams,53,191,77,18,,"CB, LB",26000.0,FIFA
Renato Barbosa dos Santos Júnior,63,190,82,21,,ST,104000.0,FIFA
Daniel Aguirre,60,175,64,23,,CM,52000.0,FIFA
Bartłomiej Kłudka,63,186,72,21,,RB,104000.0,FIFA
Tomasz Pieńko,63,185,76,19,,"CAM, LM, ST",52000.0,FIFA
Godfried Ayesu Owusu Frimpong,67,180,66,24,,"LB, LWB",208000.0,FIFA
Kryspin Szcześniak,63,186,74,22,,"CB, RB",52000.0,FIFA
Yoann Cathline,67,176,68,20,,"LW, CAM",364000.0,FIFA
Philipp Schulze,59,190,82,20,,GK,156000.0,FIFA
Kobe Hernández-Foster,63,173,66,21,,"CDM, CM, LWB",36400.0,FIFA
Hassan Abdullah Al-Mohammed Saleh,55,177,69,24,,"CDM, CM",156000.0,FIFA
Ole Pohlmann,66,183,80,22,,"CM, LM, CF",520000.0,FIFA
Marián Tvrdoň,68,194,85,28,,GK,26000.0,FIFA
Aleš Mandous,74,188,85,31,,GK,46800.0,FIFA
Ivan Schranz,74,185,73,29,,"LM, RM, LW",52000.0,FIFA
Jakub Pešek,73,174,67,30,,"RW, LW",52000.0,FIFA
Finlay Pollock,58,178,68,19,,"CAM, CM",44200.0,FIFA
Aidan Denholm,57,175,68,19,,"CM, CDM",44200.0,FIFA
Mamadou Ibra Mbacke Fall,70,189,74,21,,"CB, RB",156000.0,FIFA
Luciano Emilio Gondou Zanelli,71,189,83,22,,ST,468000.0,FIFA
Andrei Fernando Dragu,63,171,65,23,,"LB, RW",104000.0,FIFA
Batuhan Zidan Sertdemir,62,184,76,18,,"CM, CAM",46800.0,FIFA
Paul Mensah,58,178,72,23,,"RW, CAM, LW",104000.0,FIFA
Lasse Schulz,56,198,84,20,,GK,46800.0,FIFA
Mateusz Łęgowski,66,181,81,20,,"CDM, CM",312000.0,FIFA
Dominik Stumberger,64,184,75,24,,"CB, LB",104000.0,FIFA
Alexander Ranacher,63,175,69,24,,"RB, RM",104000.0,FIFA
Sultan Abdulla Saeed Al Mantheri,57,187,84,28,,GK,26000.0,FIFA
Volnei Feltes,65,188,75,23,,"CB, RB",104000.0,FIFA
Naatan Skyttä,64,170,69,21,,"CM, CAM",208000.0,FIFA
Kléri Serber,63,172,70,24,,CM,208000.0,FIFA
Giannis Satsias,64,181,70,20,,"CM, CDM",26000.0,FIFA
Leo Walta,60,178,70,20,,"CM, CAM",104000.0,FIFA
Alioune Ndour,66,188,78,22,,ST,156000.0,FIFA
Valentín Barco,71,172,68,18,,"LB, LM, LWB",156000.0,FIFA
Liel Abada,74,168,67,21,,RW,1820000.0,FIFA
Dimitrios Theodorou,65,175,69,25,,"RW, RM",26000.0,FIFA
Jürgen Lemmerer,59,173,65,20,,ST,104000.0,FIFA
Paris Polykarpou,61,182,74,22,,"CDM, CB",26000.0,FIFA
José Manuel Arias Copete,75,192,73,23,,CB,988000.0,FIFA
Alan Steve Minda García,65,170,66,20,,"LM, RM, CF",156000.0,FIFA
Mohammed bin Saleh bin Mohammed Al-Aqel,55,182,71,23,,"RM, LM, ST",156000.0,FIFA
Abdenego N'Lola Nankishi,61,178,76,20,,"LW, ST",156000.0,FIFA
Jamie Mullins,58,171,60,18,,CAM,208000.0,FIFA
Roko Šimić,65,190,80,19,,ST,156000.0,FIFA
Lasso Coulibaly,65,176,70,20,,"RW, ST",156000.0,FIFA
Mortadha Ben Ouannes,69,182,75,28,,"LB, RM, LM",364000.0,FIFA
Zahir Facundo Mansilla,68,190,79,24,,CB,260000.0,FIFA
Guillermo Balzi,61,175,64,21,,"CM, CAM",104000.0,FIFA
Yannis M'Bemba,62,195,79,22,,"CB, CDM",156000.0,FIFA
Noah Bischof,62,185,75,20,,"ST, RM",104000.0,FIFA
Amir Abdijanovic,61,180,70,22,,"ST, CF",104000.0,FIFA
Gor Manvelyan,62,180,68,21,,CAM,156000.0,FIFA
Turgay Gemicibaşı,66,180,70,27,,"CDM, CM",156000.0,FIFA
Christoph Lang,64,178,71,21,,"CF, ST, CAM",156000.0,FIFA
Yassine Kechta,68,174,68,21,,"CM, CDM",312000.0,FIFA
Mohamed Kaba,68,185,71,21,,"CDM, CM",260000.0,FIFA
Franco Ramón Torres,63,172,67,24,,"RM, ST",156000.0,FIFA
石炎,58,170,63,21,,"LM, RM",52000.0,FIFA
Jamie McGonigle,60,183,77,27,,ST,41600.0,FIFA
Laureano Imanol Martínez Lezcano,61,188,85,21,,GK,52000.0,FIFA
Bautista Kociubinski,71,180,83,22,,"CDM, CM, CB",416000.0,FIFA
Franco Zapiola,67,176,70,22,,LM,260000.0,FIFA
Bruno Javier Leyes Sosa,69,173,76,21,,"CM, CDM",208000.0,FIFA
Kevin Čustović,58,187,82,23,,"LWB, CB, CM",104000.0,FIFA
Konrad Matuszewski,63,176,75,21,,"LWB, LM",33800.0,FIFA
Jhon Alexander Palacios Santos,67,188,72,23,,CB,52000.0,FIFA
Abdoulaye Kamara,62,183,82,18,,"CM, CDM",104000.0,FIFA
Agustín Sández,68,181,78,22,,LB,312000.0,FIFA
Alison Nicola Pérez Barone,70,180,87,33,,GK,208000.0,FIFA
Jovany Campusano,65,170,69,30,,"LWB, LB",104000.0,FIFA
Hernan Muñoz Espinoza,61,182,88,34,,GK,52000.0,FIFA
Guillermo Gajardo,56,180,75,21,,GK,36400.0,FIFA
Tom Roufosse,59,180,72,22,,GK,52000.0,FIFA
Walter Martínez Tauda,57,176,71,23,,CM,52000.0,FIFA
Bastián Pino,54,175,76,21,,"LWB, LB",44200.0,FIFA
Edgaras Utkus,66,190,77,23,,"CB, CDM",208000.0,FIFA
Nikolaos Michelis,63,192,79,22,,CB,104000.0,FIFA
Rodrigo Guth,69,191,80,22,,CB,312000.0,FIFA
Tristan Degreef,56,177,67,18,,"CAM, CM",52000.0,FIFA
王浩然,50,183,77,22,,"CM, CDM",52000.0,FIFA
Rodrigo Fernandes Conceição,69,175,65,23,,RB,260000.0,FIFA
Festy Ebosele,68,180,75,20,,"RM, RWB",260000.0,FIFA
Ameen Al Dakhil,72,187,70,21,,CB,1092000.0,FIFA
Clemens Riedel,67,186,73,19,,CB,208000.0,FIFA
Alejandro Balde Martínez,81,175,69,19,,"LB, RB",3640000.0,FIFA
Myles Peart-Harris,63,187,70,20,,"CM, CAM",364000.0,FIFA
Onur Ergün,67,185,77,30,,"CDM, CM",416000.0,FIFA
Ernest Terpiłowski,65,176,70,21,,"RM, CF",52000.0,FIFA
Bilal Nadir,62,179,62,19,,"CM, CDM",208000.0,FIFA
Oussama Targhalline,68,186,70,21,,"CM, CDM",312000.0,FIFA
Beñat Prados Díaz,67,180,72,22,,"CB, CM, CDM",364000.0,FIFA
Vic Chambaere,59,190,77,20,,GK,52000.0,FIFA
Roméo Lavia,73,181,75,19,,CDM,1664000.0,FIFA
İzzet Çelik,54,173,60,19,,"CAM, CM",52000.0,FIFA
Hugo da Silva Oliveira,60,174,67,21,,RB,36400.0,FIFA
Fernando Antonio Álvarez Amador,61,186,81,19,,CB,36400.0,FIFA
Lennard Hartjes,64,170,63,20,,"CDM, CM",104000.0,FIFA
Antoni-Djibu Milambo,63,179,65,18,,"CAM, CM",52000.0,FIFA
Antonio Alexandru Borduşanu,62,175,66,18,,RW,33800.0,FIFA
Rafael Vicente Ferreira Santos,61,187,76,26,,"CM, CAM",44200.0,FIFA
Harry Wood,57,178,78,20,,"CM, CAM, CDM",104000.0,FIFA
Anel Husic,61,186,80,22,,"CB, LB",104000.0,FIFA
Miguel Ângelo Gomes Ferreira Magalhães,73,175,69,20,,"RWB, RB",312000.0,FIFA
Dion De Neve,63,182,68,22,,"RM, LM, LWB",156000.0,FIFA
Roggerio Nyakossi,61,194,91,19,,CB,156000.0,FIFA
Brynjar Ingi Bjarnason,64,194,88,23,,CB,49400.0,FIFA
Bernardo Maria Morais Cardoso Vital,72,187,80,22,,CB,312000.0,FIFA
Mohamed Elias Achouri,68,177,70,24,,LW,468000.0,FIFA
Andrew da Silva Ventura,75,189,76,22,,GK,364000.0,FIFA
Arquimides Ordoñez,56,188,73,19,,"ST, LW",46800.0,FIFA
Danish Farooq Bhat,55,185,75,27,,"CAM, CM, LM",26000.0,FIFA
Lucas Nahuel Naranjo,60,186,69,21,,CM,52000.0,FIFA
Eros Nazareno Mancuso,65,171,80,24,,"RB, RWB",156000.0,FIFA
Gabriel Agustín Aranda,65,190,82,22,,CB,208000.0,FIFA
Vicente Taborda,70,175,71,22,,"CAM, CM, ST",468000.0,FIFA
Jørgen Sveinhaug,54,189,82,19,,GK,26000.0,FIFA
Obed Vargas,64,175,68,17,,"CM, CDM, RM",26000.0,FIFA
Samuel Oluwabukunmi Adeniran,61,196,91,24,,ST,52000.0,FIFA
Martin Wasinski,63,185,73,19,,CB,104000.0,FIFA
Raimon Marchán Vidal,64,181,67,29,,"CDM, CM",104000.0,FIFA
Ed McJannett,57,177,69,19,,"CAM, CM",104000.0,FIFA
Federico Paradela,63,178,69,21,,CM,104000.0,FIFA
Oliwier Hyla,53,182,68,18,,"RWB, CB",26000.0,FIFA
Khangembam Bidyashagar Singh,54,173,69,25,,ST,28600.0,FIFA
Kreshnik Hajrizi,62,185,78,24,,"CB, RB",52000.0,FIFA
Christian Witzig,66,178,69,22,,CM,156000.0,FIFA
Patrick Sutter,65,172,72,24,,RB,104000.0,FIFA
Rodrigo Márquez,69,177,71,21,,"LM, RM, LW",260000.0,FIFA
Victor Stange Lind,66,178,70,20,,"RW, ST, LW",364000.0,FIFA
Szymon Weirauch,58,190,76,19,,GK,28600.0,FIFA
Tom Bischof,66,176,66,18,,CAM,156000.0,FIFA
Othman Al Othman,53,173,64,20,,"RW, ST",208000.0,FIFA
Oliver Alfonsi,60,180,70,20,,"RM, RW",28600.0,FIFA
Thomas Beelen,67,180,80,22,,"CB, CDM",260000.0,FIFA
Vanderson de Oliveira Campos,77,173,74,22,,"RB, RM, RWB",1924000.0,FIFA
Antônio Josenildo Rodrigues de Oliveira,67,188,79,25,,CB,156000.0,FIFA
Ruan Tressoldi Netto,71,187,78,24,,CB,468000.0,FIFA
Nicholas Pennington,62,182,77,24,,"CDM, CM",41600.0,FIFA
Victor Bobsin Pereira,67,185,73,23,,"CDM, CM",104000.0,FIFA
Leonardo Alves Chú Franco,66,178,78,23,,"LM, LW",104000.0,FIFA
Robin Roefs,60,192,72,20,,GK,49400.0,FIFA
Yukhym Konoplia,68,180,74,23,,"RB, RWB",26000.0,FIFA
Tymur Puzankov,60,194,83,20,,GK,26000.0,FIFA
Gökhan Sazdağı,66,179,72,28,,"LM, ST, RB",260000.0,FIFA
Milan Robberechts,60,180,67,19,,RM,52000.0,FIFA
Pedro Jorge Gonçalves Malheiro,71,179,69,22,,"RB, RWB",416000.0,FIFA
Abner Vinicius da Silva Santos,72,181,75,23,,LB,676000.0,FIFA
Sivert Heggheim Mannsverk,68,185,77,21,,"CDM, CM",208000.0,FIFA
Musab Fahz Aljuwayr,64,178,70,20,,"CM, CDM, CAM",312000.0,FIFA
Leandro José Zbinden,56,187,83,20,,GK,104000.0,FIFA
Roger Fernandes,64,170,63,17,,"LM, RM",26000.0,FIFA
Vítor Manuel Carvalho Oliveira,76,178,74,23,,ST,1768000.0,FIFA
Miguel Puche García,66,179,73,22,,"LM, ST, RM",104000.0,FIFA
Martin Høyland,62,185,77,27,,"CDM, CM",49400.0,FIFA
William Jarvis,57,177,65,20,,"LW, ST, RW",104000.0,FIFA
Noah Botić,61,183,74,21,,ST,33800.0,FIFA
Seung Wook Park,70,184,78,26,,"RB, CB, LB",208000.0,FIFA
王禹,56,182,75,21,,"CDM, CM",52000.0,FIFA
Claudiu Negoescu,54,176,70,20,,"RM, LM",52000.0,FIFA
Alexander Paulsen,63,183,78,20,,GK,28600.0,FIFA
Josh Campbell,65,182,72,23,,"CM, CAM, CDM",104000.0,FIFA
Josafat Mendes,68,177,75,20,,"RB, LB",208000.0,FIFA
Florian Hoxha,57,177,71,22,,"LWB, LB",104000.0,FIFA
Dawid Tkacz,60,181,67,18,,"CAM, CM",26000.0,FIFA
Abdulrahman Salem Alsanbi,55,184,74,22,,GK,156000.0,FIFA
Magnus Smelhus Sjøeng,64,197,84,21,,GK,36400.0,FIFA
Julen Agirrezabala,73,187,80,22,,GK,676000.0,FIFA
Alieu Fadera,68,182,71,21,,"LM, LW, LWB",260000.0,FIFA
Jonathan Dubasin,72,181,68,23,,"RM, ST",520000.0,FIFA
Saad Al Mousa,61,182,75,20,,CB,156000.0,FIFA
Amir Sâyoud,74,171,64,32,,"RM, RW, CAM",936000.0,FIFA
Adeeb bin Mamdouh bin Samhan Al Haizan,54,177,70,22,,ST,156000.0,FIFA
Filipe Bem Relvas Vito Oliveira,75,192,84,23,,"CB, LB, CM",364000.0,FIFA
Rhys Bozinovski,55,173,68,18,,"CDM, CM",26000.0,FIFA
Bader bin Nawaf Al Anzi,54,178,70,23,,GK,104000.0,FIFA
Bradley Locko,72,180,65,21,,"LB, LWB",468000.0,FIFA
Massamba Ndiaye,64,202,80,21,,GK,104000.0,FIFA
Mohamed Koné,61,186,78,21,,GK,104000.0,FIFA
Daniel Ademir Gutiérrez Rojas,66,176,70,20,,"CB, LB",104000.0,FIFA
Matteo Cancellieri,72,180,79,20,,"RM, CF",1144000.0,FIFA
Javier Serrano Martínez,62,175,70,20,,"CM, CDM, CB",312000.0,FIFA
Antony Alves Santos,70,178,66,21,,"RM, LM",208000.0,FIFA
Sadik Fofana,64,192,83,20,,"CDM, CB",364000.0,FIFA
Slavko Damjanović,65,189,82,30,,CB,36400.0,FIFA
Ben Knight,60,170,59,21,,RW,624000.0,FIFA
Oludare Olufunwa,57,189,75,21,,"RB, CB",46800.0,FIFA
Francis Momoh,62,187,83,22,,ST,208000.0,FIFA
Robin Tristan Kalem,58,181,71,20,,LM,104000.0,FIFA
Nawaf Al Rashoudi,52,169,60,22,,CAM,156000.0,FIFA
Eli Adams,58,180,70,21,,"LM, CAM",52000.0,FIFA
Noah Manuel Rupp,54,184,75,19,,"CM, CAM",52000.0,FIFA
Franklin Tebo Uchenna,62,192,85,23,,CB,41600.0,FIFA
Daniel Crisostomo,57,175,68,26,,"CM, CDM",52000.0,FIFA
Furkan Bayır,66,188,80,23,,CB,208000.0,FIFA
Oğuz Aydın,65,183,76,22,,LM,156000.0,FIFA
Lucas Gabriel Monzón Lemos,66,184,78,21,,"CB, LB",26000.0,FIFA
Joel Mvuka,69,173,65,20,,"RM, LM",416000.0,FIFA
Fahad Al Obaid,58,178,76,30,,"LB, LWB",156000.0,FIFA
Gonçalo do Lago Pontes Esteves,69,171,73,19,,"RWB, RB",156000.0,FIFA
郝海毅,48,177,72,23,,CM,104000.0,FIFA
Nathan Bitumazala,60,178,68,20,,"RB, CDM",52000.0,FIFA
Sacha Delaye,65,171,60,21,,"LM, CAM",260000.0,FIFA
王毅,60,176,69,25,,RB,104000.0,FIFA
Jesurun Rak-Sakyi,71,178,73,20,,RW,1040000.0,FIFA
Lewis Norman Dobbin,63,181,71,20,,"LM, ST",312000.0,FIFA
Mattia Viti,72,190,82,21,,CB,936000.0,FIFA
陈祥煜,50,186,75,21,,ST,52000.0,FIFA
James Nieuwenhuizen,53,186,78,19,,GK,31200.0,FIFA
Louis Zabala,57,175,75,22,,"RB, RWB, CM",44200.0,FIFA
Alexander Badolato,55,170,70,18,,"CAM, ST",28600.0,FIFA
Alessandro Lopane,57,170,75,19,,"CM, LM",52000.0,FIFA
Serdar Saatçı,68,190,90,20,,CB,208000.0,FIFA
Ethan Cox,56,182,74,19,,GK,26000.0,FIFA
Alexandar Popović,62,185,82,20,,CB,41600.0,FIFA
Gabriel Kirejczyk,58,197,81,20,,ST,52000.0,FIFA
Bernardo Oliveira,59,171,68,19,,RM,31200.0,FIFA
Andrei David Silviu Vraciu,60,185,74,21,,"CAM, CM",156000.0,FIFA
Kandet Diawara,63,180,75,23,,"LW, RW",208000.0,FIFA
David Brekalo,70,186,88,24,,CB,104000.0,FIFA
Hugo Sotelo Gómez,61,180,75,19,,"CM, RM",104000.0,FIFA
Alejandro Rodríguez Lorite,58,178,73,21,,RWB,156000.0,FIFA
Luca Everink,61,179,76,22,,RB,52000.0,FIFA
Raúl Torrente Navarro,69,193,79,21,,"CB, CDM",312000.0,FIFA
Javier Llabrés Exposito,66,172,71,21,,"LM, RM",312000.0,FIFA
Tobias Haahr Jakobsen,56,188,78,19,,GK,31200.0,FIFA
Jack Wells-Morrison,57,180,73,19,,"CM, CDM",156000.0,FIFA
Dylan Williams,61,177,64,19,,"LB, LWB",364000.0,FIFA
Alejandro Iturbe Encabo,66,186,75,19,,GK,208000.0,FIFA
Hákon Rafn Valdimarsson,66,196,80,21,,GK,46800.0,FIFA
Odeluga Offiah,62,181,81,20,,"CB, RB",416000.0,FIFA
Jeremías Nicolás Palavecino,61,186,75,20,,RM,104000.0,FIFA
Mayowa Animasahun,53,184,76,19,,CB,26000.0,FIFA
Joseph Yeramid Rosales Erazo,60,180,69,22,,"CDM, CM",52000.0,FIFA
Pablo Ibáñez Lumbreras,67,179,74,24,,"CM, CDM",416000.0,FIFA
Pablo Valencia García,63,188,74,22,,GK,156000.0,FIFA
Francisco Javier Delgado Rojano,62,177,62,21,,"RB, RM",41600.0,FIFA
Djenahro Nunumete,59,175,65,21,,"CM, LB",52000.0,FIFA
Manuel Morillo León,62,182,70,19,,"ST, RM, LM",156000.0,FIFA
Marc Vicente Vidal Girona,60,185,75,23,,GK,44200.0,FIFA
José Ángel Carmona Navarro,69,183,80,21,,"RWB, RB, CB",416000.0,FIFA
Juan Luis Sánchez Velasco,63,186,70,19,,"RWB, RM",104000.0,FIFA
Pedro Ortiz Bernat,62,184,76,22,,"CM, CDM",208000.0,FIFA
Maksim Paskotši,60,188,76,20,,"CB, RB",104000.0,FIFA
Gustaf Lagerbielke,67,193,83,23,,CB,676000.0,FIFA
Nathan Moriah-Welsh,61,172,70,21,,CM,312000.0,FIFA
Ben Greenwood,59,184,74,20,,"LB, CB",260000.0,FIFA
Femi Seriki,60,183,78,21,,"RWB, RB",208000.0,FIFA
Abdelkahar Kadri,71,170,69,23,,"CAM, CM",468000.0,FIFA
Rayane Hamidou,55,180,75,21,,"CB, RB",156000.0,FIFA
Nilson David Angulo Ramírez,65,184,65,20,,"CAM, ST, RM",260000.0,FIFA
Ahmed Saleh Bahusayn,54,170,63,22,,"CM, CAM",156000.0,FIFA
Muhammed Gümüşkaya,66,177,66,22,,"LM, CF, RM",156000.0,FIFA
Sem Westerveld,64,191,73,20,,GK,52000.0,FIFA
Ernest Poku,66,173,63,19,,"LW, ST, RW",104000.0,FIFA
Youri Baas,65,182,71,20,,"LB, RB",156000.0,FIFA
Noah König,59,188,86,20,,CB,156000.0,FIFA
Abdulkarim bin Saud bin Sultan Al-Sulaiman,60,180,72,23,,CB,156000.0,FIFA
Diego López Noguerol,71,172,63,21,,"RM, LM, ST",780000.0,FIFA
Pablo Martín Páez Gavira,83,173,70,18,,"CM, LW",3120000.0,FIFA
Ben Bobzien,60,174,70,20,,"CF, ST, RW",156000.0,FIFA
Djevencio van der Kust,67,168,60,22,,LB,156000.0,FIFA
Tijjani Noslin,66,177,75,23,,RM,208000.0,FIFA
Fodé Fofana,62,188,78,20,,ST,156000.0,FIFA
Aaron Donnelly,61,178,72,20,,CB,312000.0,FIFA
Jorge Moreno San Vidal,65,184,80,21,,CB,260000.0,FIFA
Ogün Özçiçek,64,172,69,24,,"CDM, CM",156000.0,FIFA
Henrik Skogvold,58,176,72,18,,ST,26000.0,FIFA
Mehdi Boukamir,61,188,78,19,,CB,52000.0,FIFA
Tiago Filipe Alves Araújo,68,184,79,22,,"LB, LM, LW",156000.0,FIFA
Burak Bekaroğlu,62,185,78,26,,CB,156000.0,FIFA
Rayyan Baniya,69,192,84,24,,CB,832000.0,FIFA
Yusuf Karagöz,58,195,85,23,,GK,52000.0,FIFA
Yusuf Özdemir,65,181,73,22,,"LB, LM",156000.0,FIFA
Alexandre Manuel Penetra Correia,70,186,79,21,,"RB, CB",208000.0,FIFA
Pablo Felipe Pereira de Jesus,68,184,76,19,,"RM, ST, RW",104000.0,FIFA
André Miguel Lapa Ricardo,64,178,72,22,,CAM,26000.0,FIFA
Mouhamadou Diarra,68,179,74,19,,"CM, CDM",260000.0,FIFA
Mathias Fjörtoft Lövik,63,183,78,19,,LWB,39000.0,FIFA
Niklas Ødegård,59,189,86,19,,"CAM, ST",36400.0,FIFA
Vetle Walle Egeli,60,175,70,19,,"LB, RB, CDM",26000.0,FIFA
Conor Bradley,69,181,71,19,,"RB, RWB",936000.0,FIFA
Owen Beck,61,181,74,20,,"LB, LWB",468000.0,FIFA
Kobamelo Kodisang,67,168,63,23,,"RW, LW",260000.0,FIFA
Arda Güler,77,176,61,18,,"CAM, CM, RW",2132000.0,FIFA
Ruben Providence,67,178,66,21,,"ST, LM",208000.0,FIFA
Juan Cruz Esquivel,68,173,80,22,,"LM, RM",260000.0,FIFA
Till Sebastian Schumacher,64,177,66,25,,"LWB, LM",104000.0,FIFA
Bruno Gutiérrez,63,184,67,21,,"RB, CB",104000.0,FIFA
Oday Dabbagh,73,182,76,24,,ST,624000.0,FIFA
Felipe Peña Biafore,69,180,76,22,,"CDM, CB, CM",364000.0,FIFA
Daniel dos Santos Penha,70,170,68,24,,"CAM, CM, LM",104000.0,FIFA
Martín Satriano,72,187,75,22,,ST,2184000.0,FIFA
Toni Fuidias Ribera,64,195,80,22,,GK,208000.0,FIFA
Vegard Solheim,56,181,75,18,,"RB, CB",26000.0,FIFA
Christos Zafeiris,74,173,75,20,,"CM, CDM",46800.0,FIFA
Salem Abdullah Al Toiawy,50,178,70,21,,"RM, RB",104000.0,FIFA
Daniel Samek,61,184,80,19,,"CDM, CM",52000.0,FIFA
Rodrigo Muniz Carvalho,69,185,79,22,,ST,1560000.0,FIFA
Khalil Ibrahim Alabsi,55,171,63,22,,"LM, LW, RM",156000.0,FIFA
Soufiane Rahimi,76,183,79,27,,LM,52000.0,FIFA
James McAtee,70,180,72,20,,"CAM, CM",1924000.0,FIFA
Mateo Baltasar Barcia Fernández,69,182,72,22,,"RM, RB, LM",312000.0,FIFA
Jordon Hall,56,188,82,25,,CB,104000.0,FIFA
PC Laldinpuia,54,180,78,26,,"CB, RB",26000.0,FIFA
Ignacio Vázquez,68,188,84,26,,CB,260000.0,FIFA
Julian Gaines,53,178,73,20,,RB,44200.0,FIFA
Leandro Morgalla,66,186,74,18,,"CB, RB",52000.0,FIFA
Kwame Peprah,66,180,75,22,,"ST, LM",52000.0,FIFA
Alberto Moleiro González,75,172,67,19,,"LM, CM, CAM",572000.0,FIFA
Jake Davis,60,178,68,21,,"RB, CM",46800.0,FIFA
Karim Zedadka,61,182,67,23,,"LB, LW, RB",312000.0,FIFA
Abdoul Bamo Meité,69,183,75,22,,CB,468000.0,FIFA
Axel Thurel Sahuye Guessand,59,192,72,18,,CB,36400.0,FIFA
Faride Alidou,69,186,84,21,,LM,624000.0,FIFA
Nicolás Alonso Meza Muñoz,60,172,68,21,,CM,33800.0,FIFA
Mutlaq Eid Al Hurayji,51,188,70,23,,GK,104000.0,FIFA
Jurgen Çelhaka,63,183,77,22,,CDM,104000.0,FIFA
Charlie Setford,60,193,84,19,,GK,39000.0,FIFA
Mimeirhel Benita,63,178,66,19,,"RB, RM",104000.0,FIFA
Matthis Abline,69,182,81,20,,ST,832000.0,FIFA
Juan Manuel Boselli Graf,68,174,76,23,,"RM, ST, LM",208000.0,FIFA
Felipe Salomoni,60,180,71,20,,LB,26000.0,FIFA
Abdessamad Ezzalzouli,73,177,72,21,,"LM, RM",728000.0,FIFA
Nelson Palacio Ruiz,71,178,75,22,,"CM, CDM",260000.0,FIFA
Augustine Boakye,62,178,70,22,,"CAM, RW, LM",104000.0,FIFA
Amadou Camara,58,187,80,23,,ST,44200.0,FIFA
Étienne Youte Kinkoue,65,195,88,21,,CB,156000.0,FIFA
Mickey van de Ven,78,193,81,22,,"CB, LB",3068000.0,FIFA
Abdullah Matuq Saeed,56,175,70,20,,"RW, ST",208000.0,FIFA
Alisson Pelegrini Safira,69,185,75,28,,ST,312000.0,FIFA
Marvin Çuni,66,188,78,21,,ST,156000.0,FIFA
Matt Boylan,52,183,76,18,,GK,26000.0,FIFA
Eyad Madani,54,177,66,22,,CDM,156000.0,FIFA
Oğulcan Ülgün,63,178,73,25,,"CDM, CM",156000.0,FIFA
Hira Mondal,55,167,65,26,,"LB, RB",26000.0,FIFA
Álvaro Pérez Campo,67,186,75,20,,"RB, CB",1144000.0,FIFA
Noel López de la Fuente,63,182,68,20,,"ST, RW",936000.0,FIFA
Naocha Huidrom Singh,54,174,68,23,,LB,26000.0,FIFA
Teddy Alloh,62,176,64,21,,"LB, LWB, LM",52000.0,FIFA
Adam Murphy,56,178,73,18,,CM,26000.0,FIFA
Axel Camblan,62,168,60,19,,LW,104000.0,FIFA
Sam Curtis,61,185,76,17,,"RB, CB",26000.0,FIFA
Marko Divković,61,181,72,24,,"ST, LWB",156000.0,FIFA
Bongokuhle Hlongwane,69,182,75,23,,"RM, LM",208000.0,FIFA
Adam Wikman,58,178,66,19,,CM,26000.0,FIFA
Emil Özkan,56,178,68,19,,CM,26000.0,FIFA
Florian Schock,61,199,95,22,,GK,104000.0,FIFA
Lucas Leónidas Chávez Cruz,63,170,63,20,,"RW, LW, ST",26000.0,FIFA
Miguel Ángel Villarroel Tardio,58,176,65,19,,"CAM, RW",26000.0,FIFA
Juan José Rubiano Falla,56,177,75,21,,CAM,26000.0,FIFA
Kevin Andrés Mantilla Camargo,68,185,82,20,,CB,208000.0,FIFA
Flavio Gabriel Alcedo Gutiérrez,62,182,75,20,,CB,26000.0,FIFA
Leonardo Diaz Laffore,63,178,72,19,,"CB, LB",26000.0,FIFA
José Alfredo Flores López,58,177,68,19,,"RM, RW",26000.0,FIFA
Daniel Chesters,59,177,68,21,,"RM, LM",364000.0,FIFA
Luis Miguel Marquines Preciado,65,187,83,20,,GK,39000.0,FIFA
Muhammed Nemil Valiyattil,53,168,65,21,,CAM,26000.0,FIFA
Norman Bassette,61,186,74,18,,ST,33800.0,FIFA
